a,b,c,d,e,f
1.0363,0.928574,0.0980002,1,-0.098,-2.412
1.03556,0.928574,0.0960001,1,-0.096,-2.424
1.03481,0.928574,0.0940001,1,-0.094,-2.436
1.03407,0.928566,0.092,0.999996,-0.092,-2.448
1.03333,0.928574,0.0899999,1,-0.09,-2.46
1.03259,0.928574,0.0879998,1,-0.088,-2.472
1.03185,0.928566,0.0860001,0.999996,-0.086,-2.484
1.03111,0.928574,0.084,1,-0.084,-2.496
1.03037,0.928574,0.0820003,1,-0.082,-2.508
1.02963,0.928574,0.0800002,1,-0.08,-2.52
1.02889,0.928566,0.0780001,0.999996,-0.078,-2.532
1.02815,0.928574,0.0760001,1,-0.076,-2.544
1.02741,0.928574,0.074,1,-0.074,-2.556
1.02667,0.928566,0.0719999,0.999996,-0.072,-2.568
1.02593,0.928574,0.0700002,1,-0.07,-2.58
1.02519,0.928574,0.0680001,1,-0.068,-2.592
1.02444,0.928574,0.066,1,-0.066,-2.604
1.0237,0.928566,0.0640003,0.999996,-0.064,-2.616
1.02296,0.928574,0.0620002,1,-0.062,-2.628
1.02222,0.92857,0.0600002,0.999999,-0.06,-2.64
1.02148,0.928574,0.0580001,1,-0.058,-2.652
1.02074,0.92857,0.056,0.999999,-0.056,-2.664
1.02,0.928574,0.0539999,1,-0.054,-2.676
1.01926,0.92857,0.0520002,0.999999,-0.052,-2.688
1.01852,0.928574,0.0500001,1,-0.05,-2.7
1.01778,0.92857,0.0480001,0.999999,-0.048,-2.712
1.01704,0.92857,0.0460003,0.999999,-0.046,-2.724
1.0163,0.928574,0.0440002,1,-0.044,-2.736
1.01556,0.92857,0.0420002,0.999999,-0.042,-2.748
1.01481,0.928574,0.0400001,1,-0.04,-2.76
1.01407,0.92857,0.038,0.999999,-0.038,-2.772
1.01333,0.928574,0.036,1,-0.036,-2.784
1.01259,0.92857,0.0340002,0.999999,-0.034,-2.796
1.01185,0.92857,0.0320002,0.999999,-0.032,-2.808
1.01111,0.928574,0.0300001,1,-0.03,-2.82
1.01037,0.92857,0.028,0.999999,-0.028,-2.832
1.00963,0.928574,0.0260003,1,-0.026,-2.844
1.00889,0.92857,0.0240002,0.999999,-0.024,-2.856
1.00815,0.928574,0.0220001,1,-0.022,-2.868
1.00741,0.92857,0.0200001,0.999999,-0.02,-2.88
1.00667,0.92857,0.018,0.999999,-0.018,-2.892
1.00593,0.928574,0.0160002,1,-0.016,-2.904
1.00519,0.92857,0.0140002,0.999999,-0.014,-2.916
1.00444,0.928574,0.0120001,1,-0.012,-2.928
1.0037,0.92857,0.0100003,0.999999,-0.01,-2.94
1.00296,0.928574,0.00800028,1,-0.008,-2.952
1.00222,0.92857,0.00600021,0.999999,-0.006,-2.964
1.00148,0.92857,0.00400014,0.999999,-0.00400001,-2.976
1.00074,0.928574,0.00200007,1,-0.002,-2.988
1,-0.5,0,0,0,-nan
0.999259,-1.92857,-0.00200007,-1,0.002,-2.988
0.998519,-1.92857,-0.00399982,-0.999999,0.00399999,-2.976
0.997778,-1.92857,-0.00599989,-0.999999,0.006,-2.964
0.997037,-1.92857,-0.00799996,-1,0.008,-2.952
0.996296,-1.92857,-0.01,-0.999999,0.00999999,-2.94
0.995556,-1.92857,-0.0119999,-1,0.012,-2.928
0.994815,-1.92857,-0.0139998,-0.999999,0.014,-2.916
0.994074,-1.92857,-0.0160001,-1,0.016,-2.904
0.993333,-1.92857,-0.018,-0.999999,0.018,-2.892
0.992593,-1.92857,-0.0200001,-0.999999,0.02,-2.88
0.991852,-1.92857,-0.0220001,-1,0.022,-2.868
0.991111,-1.92857,-0.0239999,-0.999999,0.024,-2.856
0.99037,-1.92857,-0.0259999,-1,0.026,-2.844
0.98963,-1.92857,-0.0279998,-1,0.028,-2.832
0.988889,-1.92857,-0.0299999,-0.999996,0.03,-2.82
0.988148,-1.92857,-0.032,-1,0.032,-2.808
0.987407,-1.92857,-0.0340001,-1,0.034,-2.796
0.986667,-1.92857,-0.036,-0.999996,0.036,-2.784
0.985926,-1.92857,-0.038,-1,0.038,-2.772
0.985185,-1.92857,-0.0400001,-1,0.04,-2.76
0.984444,-1.92857,-0.0419999,-1,0.042,-2.748
0.983704,-1.92857,-0.0439999,-0.999996,0.044,-2.736
0.982963,-1.92857,-0.0459998,-1,0.046,-2.724
0.982222,-1.92857,-0.0479999,-1,0.048,-2.712
0.981481,-1.92857,-0.05,-0.999996,0.05,-2.7
0.980741,-1.92857,-0.052,-1,0.052,-2.688
0.98,-1.92857,-0.0539999,-1,0.054,-2.676
0.979259,-1.92857,-0.056,-1,0.056,-2.664
0.978518,-1.92857,-0.0580001,-0.999996,0.058,-2.652
0.977778,-1.92857,-0.0599998,-1,0.06,-2.64
0.977037,-1.92857,-0.0619999,-1,0.062,-2.628
0.976296,-1.92857,-0.064,-0.999996,0.064,-2.616
0.975556,-1.92857,-0.0659999,-1,0.066,-2.604
0.974815,-1.92857,-0.068,-1,0.068,-2.592
0.974074,-1.92857,-0.0699999,-1,0.07,-2.58
0.973333,-1.92857,-0.0720001,-0.999996,0.072,-2.568
0.972593,-1.92857,-0.074,-1,0.074,-2.556
0.971852,-1.92857,-0.0759998,-1,0.076,-2.544
0.971111,-1.92857,-0.0780001,-0.999996,0.078,-2.532
0.97037,-1.92857,-0.0799999,-1,0.08,-2.52
0.96963,-1.92857,-0.082,-1,0.082,-2.508
0.968889,-1.92857,-0.0839999,-1,0.084,-2.496
0.968148,-1.92857,-0.0859999,-0.999996,0.086,-2.484
0.967407,-1.92857,-0.088,-1,0.088,-2.472
0.966667,-1.92857,-0.0900001,-1,0.09,-2.46
0.965926,-1.92857,-0.092,-0.999996,0.092,-2.448
0.965185,-1.92857,-0.0940001,-1,0.094,-2.436
0.964445,-1.92857,-0.0959998,-0.999996,0.096,-2.424
0.963704,-1.92857,-0.0979999,-1,0.098,-2.412
0.962963,-1.92857,-0.0999999,-1,0.1,-2.4
0.962222,-1.92857,-0.102,-1,0.102,-2.388
0.961482,-1.92857,-0.104,-1,0.104,-2.376
0.960741,-1.92857,-0.106,-1,0.106,-2.364
0.96,-1.92857,-0.108,-1,0.108,-2.352
0.959259,-1.92856,-0.11,-0.999991,0.11,-2.33999
0.958519,-1.92857,-0.112,-1,0.112,-2.328
0.957778,-1.92857,-0.114,-1,0.114,-2.316
0.957037,-1.92857,-0.116,-1,0.116,-2.304
0.956296,-1.92857,-0.118,-1,0.118,-2.292
0.955556,-1.92857,-0.12,-1,0.12,-2.28
0.954815,-1.92857,-0.122,-1,0.122,-2.268
0.954074,-1.92856,-0.124,-0.999991,0.124,-2.25599
0.953333,-1.92857,-0.126,-1,0.126,-2.244
0.952593,-1.92857,-0.128,-1,0.128,-2.232
0.951852,-1.92857,-0.13,-1,0.13,-2.22
0.951111,-1.92857,-0.132,-1,0.132,-2.208
0.95037,-1.92857,-0.134,-1,0.134,-2.196
0.94963,-1.92857,-0.136,-1,0.136,-2.184
0.948889,-1.92856,-0.138,-0.999991,0.138,-2.17199
0.948148,-1.92857,-0.14,-1,0.14,-2.16
0.947407,-1.92857,-0.142,-1,0.142,-2.148
0.946667,-1.92857,-0.144,-1,0.144,-2.136
0.945926,-1.92857,-0.146,-1,0.146,-2.124
0.945185,-1.92857,-0.148,-1,0.148,-2.112
0.944444,-1.92857,-0.15,-1,0.15,-2.1
0.943704,-1.92856,-0.152,-0.999991,0.152,-2.08799
0.942963,-1.92857,-0.154,-1,0.154,-2.076
0.942222,-1.92857,-0.156,-1,0.156,-2.064
0.941482,-1.92857,-0.158,-1,0.158,-2.052
0.940741,-1.92857,-0.16,-1,0.16,-2.04
0.94,-1.92857,-0.162,-1,0.162,-2.028
0.939259,-1.92857,-0.164,-1,0.164,-2.016
0.938519,-1.92856,-0.166,-0.999991,0.166,-2.00399
0.937778,-1.92857,-0.168,-1,0.168,-1.992
0.937037,-1.92857,-0.17,-1,0.17,-1.98
0.936296,-1.92857,-0.172,-1,0.172,-1.968
0.935556,-1.92857,-0.174,-1,0.174,-1.956
0.934815,-1.92857,-0.176,-1,0.176,-1.944
0.934074,-1.92857,-0.178,-1,0.178,-1.932
0.933333,-1.92856,-0.18,-0.999991,0.18,-1.91999
0.932593,-1.92857,-0.182,-1,0.182,-1.908
0.931852,-1.92857,-0.184,-1,0.184,-1.896
0.931111,-1.92857,-0.186,-1,0.186,-1.884
0.93037,-1.92857,-0.188,-1,0.188,-1.872
0.92963,-1.92857,-0.19,-1,0.19,-1.86
0.928889,-1.92857,-0.192,-1,0.192,-1.848
0.928148,-1.92856,-0.194,-0.999991,0.194,-1.83599
0.927407,-1.92857,-0.196,-1,0.196,-1.824
0.926667,-1.92857,-0.198,-1,0.198,-1.812
0.925926,-1.92857,-0.2,-1,0.2,-1.8
0.925185,-1.92857,-0.202,-1,0.202,-1.788
0.924444,-1.92857,-0.204,-1,0.204,-1.776
0.923704,-1.92857,-0.206,-1,0.206,-1.764
0.922963,-1.92856,-0.208,-0.999991,0.208,-1.75199
0.922222,-1.92857,-0.21,-1,0.21,-1.74
0.921482,-1.92857,-0.212,-1,0.212,-1.728
0.920741,-1.92857,-0.214,-1,0.214,-1.716
0.92,-1.92857,-0.216,-1,0.216,-1.704
0.919259,-1.92857,-0.218,-1,0.218,-1.692
0.918519,-1.92857,-0.22,-1,0.22,-1.68
0.917778,-1.92856,-0.222,-0.999991,0.222,-1.66799
0.917037,-1.92857,-0.224,-1,0.224,-1.656
0.916296,-1.92857,-0.226,-1,0.226,-1.644
0.915556,-1.92857,-0.228,-1,0.228,-1.632
0.914815,-1.92856,-0.23,-0.999991,0.23,-1.61999
0.914074,-1.92859,-0.232,-1.00001,0.232,-1.60802
0.913333,-1.92856,-0.234,-0.999991,0.234,-1.59599
0.912593,-1.92859,-0.236,-1.00001,0.236,-1.58402
0.911852,-1.92856,-0.238,-0.999991,0.238,-1.57199
0.911111,-1.92859,-0.24,-1.00001,0.24,-1.56002
0.91037,-1.92856,-0.242,-0.999991,0.242,-1.54799
0.90963,-1.92856,-0.244,-0.999991,0.244,-1.53599
0.908889,-1.92859,-0.246,-1.00001,0.246,-1.52402
0.908148,-1.92856,-0.248,-0.999991,0.248,-1.51199
0.907407,-1.92859,-0.25,-1.00001,0.25,-1.50002
0.906667,-1.92856,-0.252,-0.999991,0.252,-1.48799
0.905926,-1.92859,-0.254,-1.00001,0.254,-1.47602
0.905185,-1.92856,-0.256,-0.999991,0.256,-1.46399
0.904444,-1.92856,-0.258,-0.999991,0.258,-1.45199
0.903704,-1.92859,-0.26,-1.00001,0.26,-1.44002
0.902963,-1.92856,-0.262,-0.999991,0.262,-1.42799
0.902222,-1.92859,-0.264,-1.00001,0.264,-1.41602
0.901482,-1.92856,-0.266,-0.999991,0.266,-1.40399
0.900741,-1.92859,-0.268,-1.00001,0.268,-1.39202
0.9,-1.92856,-0.27,-0.999991,0.27,-1.37999
0.899259,-1.92856,-0.272,-0.999991,0.272,-1.36798
0.898519,-1.92859,-0.274,-1.00001,0.274,-1.35602
0.897778,-1.92856,-0.276,-0.999991,0.276,-1.34398
0.897037,-1.92859,-0.278,-1.00001,0.278,-1.33202
0.896296,-1.92856,-0.28,-0.999991,0.28,-1.31998
0.895556,-1.92859,-0.282,-1.00001,0.282,-1.30802
0.894815,-1.92856,-0.284,-0.999991,0.284,-1.29598
0.894074,-1.92856,-0.286,-0.999991,0.286,-1.28398
0.893333,-1.92859,-0.288,-1.00001,0.288,-1.27202
0.892593,-1.92856,-0.29,-0.999991,0.29,-1.25998
0.891852,-1.92859,-0.292,-1.00001,0.292,-1.24802
0.891111,-1.92856,-0.294,-0.999991,0.294,-1.23598
0.89037,-1.92859,-0.296,-1.00001,0.296,-1.22402
0.88963,-1.92856,-0.298,-0.999991,0.298,-1.21198
0.888889,-1.92856,-0.3,-0.999991,0.3,-1.19998
0.888148,-1.92859,-0.302,-1.00001,0.302,-1.18802
0.887407,-1.92856,-0.304,-0.999991,0.304,-1.17598
0.886667,-1.92859,-0.306,-1.00001,0.306,-1.16402
0.885926,-1.92856,-0.308,-0.999991,0.308,-1.15198
0.885185,-1.92859,-0.31,-1.00001,0.31,-1.14002
0.884444,-1.92856,-0.312,-0.999991,0.312,-1.12798
0.883704,-1.92856,-0.314,-0.999991,0.314,-1.11598
0.882963,-1.92859,-0.316,-1.00001,0.316,-1.10402
0.882222,-1.92856,-0.318,-0.999991,0.318,-1.09198
0.881482,-1.92859,-0.32,-1.00001,0.32,-1.08002
0.880741,-1.92856,-0.322,-0.999991,0.322,-1.06798
0.88,-1.92859,-0.324,-1.00001,0.324,-1.05602
0.879259,-1.92856,-0.326,-0.999991,0.326,-1.04398
0.878519,-1.92856,-0.328,-0.999991,0.328,-1.03198
0.877778,-1.92859,-0.33,-1.00001,0.33,-1.02002
0.877037,-1.92856,-0.332,-0.999991,0.332,-1.00798
0.876296,-1.92859,-0.334,-1.00001,0.334,-0.996024
0.875556,-1.92856,-0.336,-0.999991,0.336,-0.983982
0.874815,-1.92859,-0.338,-1.00001,0.338,-0.972025
0.874074,-1.92856,-0.34,-0.999991,0.34,-0.959981
0.873333,-1.92856,-0.342,-0.999991,0.342,-0.947981
0.872593,-1.92859,-0.344,-1.00001,0.344,-0.936025
0.871852,-1.92856,-0.346,-0.999991,0.346,-0.923981
0.871111,-1.92859,-0.348,-1.00001,0.348,-0.912025
0.87037,-1.92856,-0.35,-0.999991,0.35,-0.899981
0.86963,-1.92859,-0.352,-1.00001,0.352,-0.888026
0.868889,-1.92856,-0.354,-0.999991,0.354,-0.87598
0.868148,-1.92856,-0.356,-0.999991,0.356,-0.863981
0.867407,-1.92859,-0.358,-1.00001,0.358,-0.852026
0.866667,-1.92856,-0.36,-0.999991,0.36,-0.839981
0.865926,-1.92859,-0.362,-1.00001,0.362,-0.828027
0.865185,-1.92856,-0.364,-0.999991,0.364,-0.81598
0.864444,-1.92859,-0.366,-1.00001,0.366,-0.804027
0.863704,-1.92856,-0.368,-0.999991,0.368,-0.79198
0.862963,-1.92856,-0.37,-0.999991,0.37,-0.77998
0.862222,-1.92859,-0.372,-1.00001,0.372,-0.768027
0.861482,-1.92856,-0.374,-0.999991,0.374,-0.75598
0.860741,-1.92859,-0.376,-1.00001,0.376,-0.744028
0.86,-1.92856,-0.378,-0.999991,0.378,-0.731979
0.859259,-1.92859,-0.38,-1.00001,0.38,-0.720028
0.858519,-1.92856,-0.382,-0.999991,0.382,-0.707979
0.857778,-1.92856,-0.384,-0.999991,0.384,-0.695979
0.857037,-1.92859,-0.386,-1.00001,0.386,-0.684028
0.856296,-1.92856,-0.388,-0.999991,0.388,-0.671978
0.855556,-1.92859,-0.39,-1.00001,0.39,-0.660028
0.854815,-1.92856,-0.392,-0.999991,0.392,-0.647979
0.854074,-1.92859,-0.394,-1.00001,0.394,-0.636029
0.853333,-1.92856,-0.396,-0.999991,0.396,-0.623978
0.852593,-1.92856,-0.398,-0.999991,0.398,-0.611979
0.851852,-1.92859,-0.4,-1.00001,0.4,-0.600029
0.851111,-1.92856,-0.402,-0.999991,0.402,-0.587978
0.85037,-1.92859,-0.404,-1.00001,0.404,-0.576029
0.84963,-1.92856,-0.406,-0.999991,0.406,-0.563977
0.848889,-1.92859,-0.408,-1.00001,0.408,-0.55203
0.848148,-1.92856,-0.41,-0.999991,0.41,-0.539977
0.847407,-1.92856,-0.412,-0.999991,0.412,-0.527978
0.846667,-1.92859,-0.414,-1.00001,0.414,-0.516031
0.845926,-1.92856,-0.416,-0.999991,0.416,-0.503978
0.845185,-1.92859,-0.418,-1.00001,0.418,-0.492031
0.844444,-1.92856,-0.42,-0.999991,0.42,-0.479977
0.843704,-1.92859,-0.422,-1.00001,0.422,-0.468031
0.842963,-1.92856,-0.424,-0.999991,0.424,-0.455977
0.842222,-1.92856,-0.426,-0.999991,0.426,-0.443977
0.841482,-1.92859,-0.428,-1.00001,0.428,-0.432032
0.840741,-1.92856,-0.43,-0.999991,0.43,-0.419977
0.84,-1.92859,-0.432,-1.00001,0.432,-0.408031
0.839259,-1.92856,-0.434,-0.999991,0.434,-0.395976
0.838519,-1.92859,-0.436,-1.00001,0.436,-0.384032
0.837778,-1.92856,-0.438,-0.999991,0.438,-0.371976
0.837037,-1.92856,-0.44,-0.999991,0.44,-0.359976
0.836296,-1.92859,-0.442,-1.00001,0.442,-0.348032
0.835556,-1.92856,-0.444,-0.999991,0.444,-0.335975
0.834815,-1.92859,-0.446,-1.00001,0.446,-0.324032
0.834074,-1.92856,-0.448,-0.999991,0.448,-0.311976
0.833333,-1.92859,-0.45,-1.00001,0.45,-0.300033
0.832593,-1.92856,-0.452,-0.999991,0.452,-0.287975
0.831852,-1.92856,-0.454,-0.999991,0.454,-0.275975
0.831111,-1.92859,-0.456,-1.00001,0.456,-0.264034
0.83037,-1.92856,-0.458,-0.999991,0.458,-0.251975
0.82963,-1.92859,-0.46,-1.00001,0.46,-0.240033
0.828889,-1.92856,-0.462,-0.999991,0.462,-0.227974
0.828148,-1.92859,-0.464,-1.00001,0.464,-0.216033
0.827407,-1.92856,-0.466,-0.999991,0.466,-0.203974
0.826667,-1.92856,-0.468,-0.999991,0.468,-0.191975
0.825926,-1.92859,-0.47,-1.00001,0.47,-0.180035
0.825185,-1.92856,-0.472,-0.999991,0.472,-0.167974
0.824444,-1.92859,-0.474,-1.00001,0.474,-0.156035
0.823704,-1.92856,-0.476,-0.999991,0.476,-0.143974
0.822963,-1.92859,-0.478,-1.00001,0.478,-0.132035
0.822222,-1.92856,-0.48,-0.999991,0.48,-0.119973
0.821481,-1.92856,-0.482,-0.999991,0.482,-0.107973
0.820741,-1.92859,-0.484,-1.00001,0.484,-0.0960348
0.82,-1.92856,-0.486,-0.999991,0.486,-0.0839736
0.819259,-1.92859,-0.488,-1.00001,0.488,-0.0720356
0.818519,-1.92856,-0.49,-0.999991,0.49,-0.0599735
0.817778,-1.92859,-0.492,-1.00001,0.492,-0.0480363
0.817037,-1.92856,-0.494,-0.999991,0.494,-0.0359726
0.816296,-1.92859,-0.496,-1.00001,0.496,-0.0240366
0.815556,-1.92853,-0.498,-0.999969,0.498,-0.011909
0.814815,-1.92859,-0.5,-1.00001,0.5,-3.6478e-05
0.814074,-1.92859,-0.502,-1.00001,0.502,0.0119638
0.813333,-1.92859,-0.504,-1.00001,0.504,0.023963
0.812593,-1.92853,-0.506,-0.999969,0.506,0.0360923
0.811852,-1.92859,-0.508,-1.00001,0.508,0.0479624
0.811111,-1.92859,-0.51,-1.00001,0.51,0.0599623
0.81037,-1.92853,-0.512,-0.999969,0.512,0.0720935
0.80963,-1.92859,-0.514,-1.00001,0.514,0.0839629
0.808889,-1.92859,-0.516,-1.00001,0.516,0.0959625
0.808148,-1.92859,-0.518,-1.00001,0.518,0.107962
0.807407,-1.92853,-0.52,-0.999969,0.52,0.120096
0.806667,-1.92859,-0.522,-1.00001,0.522,0.131962
0.805926,-1.92859,-0.524,-1.00001,0.524,0.143961
0.805185,-1.92853,-0.526,-0.999969,0.526,0.156096
0.804444,-1.92859,-0.528,-1.00001,0.528,0.167961
0.803704,-1.92859,-0.53,-1.00001,0.53,0.179961
0.802963,-1.92859,-0.532,-1.00001,0.532,0.191961
0.802222,-1.92853,-0.534,-0.999969,0.534,0.204098
0.801481,-1.92859,-0.536,-1.00001,0.536,0.215961
0.800741,-1.92859,-0.538,-1.00001,0.538,0.227961
0.8,-1.92853,-0.54,-0.999969,0.54,0.240099
0.799259,-1.92859,-0.542,-1.00001,0.542,0.25196
0.798519,-1.92859,-0.544,-1.00001,0.544,0.263961
0.797778,-1.92859,-0.546,-1.00001,0.546,0.27596
0.797037,-1.92853,-0.548,-0.999969,0.548,0.2881
0.796296,-1.92859,-0.55,-1.00001,0.55,0.29996
0.795556,-1.92859,-0.552,-1.00001,0.552,0.311959
0.794815,-1.92853,-0.554,-0.999969,0.554,0.324101
0.794074,-1.92859,-0.556,-1.00001,0.556,0.335959
0.793333,-1.92859,-0.558,-1.00001,0.558,0.347959
0.792593,-1.92859,-0.56,-1.00001,0.56,0.359959
0.791852,-1.92853,-0.562,-0.999969,0.562,0.372103
0.791111,-1.92859,-0.564,-1.00001,0.564,0.383959
0.79037,-1.92859,-0.566,-1.00001,0.566,0.395959
0.78963,-1.92853,-0.568,-0.999969,0.568,0.408104
0.788889,-1.92859,-0.57,-1.00001,0.57,0.419959
0.788148,-1.92859,-0.572,-1.00001,0.572,0.431958
0.787407,-1.92859,-0.574,-1.00001,0.574,0.443958
0.786667,-1.92853,-0.576,-0.999969,0.576,0.456105
0.785926,-1.92859,-0.578,-1.00001,0.578,0.467957
0.785185,-1.92859,-0.58,-1.00001,0.58,0.479957
0.784445,-1.92853,-0.582,-0.999969,0.582,0.492106
0.783704,-1.92859,-0.584,-1.00001,0.584,0.503957
0.782963,-1.92859,-0.586,-1.00001,0.586,0.515957
0.782222,-1.92859,-0.588,-1.00001,0.588,0.527957
0.781482,-1.92853,-0.59,-0.999969,0.59,0.540108
0.780741,-1.92859,-0.592,-1.00001,0.592,0.551957
0.78,-1.92859,-0.594,-1.00001,0.594,0.563957
0.779259,-1.92853,-0.596,-0.999969,0.596,0.57611
0.778519,-1.92859,-0.598,-1.00001,0.598,0.587956
0.777778,-1.92859,-0.6,-1.00001,0.6,0.599956
0.777037,-1.92859,-0.602,-1.00001,0.602,0.611956
0.776296,-1.92853,-0.604,-0.999969,0.604,0.62411
0.775556,-1.92859,-0.606,-1.00001,0.606,0.635956
0.774815,-1.92859,-0.608,-1.00001,0.608,0.647955
0.774074,-1.92853,-0.61,-0.999969,0.61,0.660112
0.773333,-1.92859,-0.612,-1.00001,0.612,0.671955
0.772593,-1.92859,-0.614,-1.00001,0.614,0.683956
0.771852,-1.92859,-0.616,-1.00001,0.616,0.695955
0.771111,-1.92853,-0.618,-0.999969,0.618,0.708113
0.77037,-1.92859,-0.62,-1.00001,0.62,0.719954
0.76963,-1.92859,-0.622,-1.00001,0.622,0.731955
0.768889,-1.92853,-0.624,-0.999969,0.624,0.744114
0.768148,-1.92859,-0.626,-1.00001,0.626,0.755954
0.767407,-1.92859,-0.628,-1.00001,0.628,0.767954
0.766667,-1.92859,-0.63,-1.00001,0.63,0.779954
0.765926,-1.92853,-0.632,-0.999969,0.632,0.792115
0.765185,-1.92859,-0.634,-1.00001,0.634,0.803953
0.764444,-1.92859,-0.636,-1.00001,0.636,0.815953
0.763704,-1.92853,-0.638,-0.999969,0.638,0.828116
0.762963,-1.92859,-0.64,-1.00001,0.64,0.839953
0.762222,-1.92859,-0.642,-1.00001,0.642,0.851953
0.761482,-1.92859,-0.644,-1.00001,0.644,0.863953
0.760741,-1.92853,-0.646,-0.999969,0.646,0.876118
0.76,-1.92859,-0.648,-1.00001,0.648,0.887953
0.759259,-1.92859,-0.65,-1.00001,0.65,0.899953
0.758519,-1.92853,-0.652,-0.999969,0.652,0.912119
0.757778,-1.92859,-0.654,-1.00001,0.654,0.923952
0.757037,-1.92859,-0.656,-1.00001,0.656,0.935952
0.756296,-1.92859,-0.658,-1.00001,0.658,0.947952
0.755556,-1.92853,-0.66,-0.999969,0.66,0.960121
0.754815,-1.92859,-0.662,-1.00001,0.662,0.971952
0.754074,-1.92859,-0.664,-1.00001,0.664,0.983952
0.753333,-1.92853,-0.666,-0.999969,0.666,0.996122
0.752593,-1.92859,-0.668,-1.00001,0.668,1.00795
0.751852,-1.92859,-0.67,-1.00001,0.67,1.01995
0.751111,-1.92859,-0.672,-1.00001,0.672,1.03195
0.75037,-1.92853,-0.674,-0.999969,0.674,1.04412
0.74963,-1.92859,-0.676,-1.00001,0.676,1.05595
0.748889,-1.92859,-0.678,-1.00001,0.678,1.06795
0.748148,-1.92853,-0.68,-0.999969,0.68,1.08012
0.747407,-1.92859,-0.682,-1.00001,0.682,1.09195
0.746667,-1.92859,-0.684,-1.00001,0.684,1.10395
0.745926,-1.92859,-0.686,-1.00001,0.686,1.11595
0.745185,-1.92853,-0.688,-0.999969,0.688,1.12813
0.744444,-1.92859,-0.69,-1.00001,0.69,1.13995
0.743704,-1.92859,-0.692,-1.00001,0.692,1.15195
0.742963,-1.92853,-0.694,-0.999969,0.694,1.16413
0.742222,-1.92859,-0.696,-1.00001,0.696,1.17595
0.741481,-1.92859,-0.698,-1.00001,0.698,1.18795
0.740741,-1.92859,-0.7,-1.00001,0.7,1.19995
0.74,-1.92853,-0.702,-0.999969,0.702,1.21213
0.739259,-1.92859,-0.704,-1.00001,0.704,1.22395
0.738519,-1.92859,-0.706,-1.00001,0.706,1.23595
0.737778,-1.92853,-0.708,-0.999969,0.708,1.24813
0.737037,-1.92859,-0.71,-1.00001,0.71,1.25995
0.736296,-1.92859,-0.712,-1.00001,0.712,1.27195
0.735556,-1.92859,-0.714,-1.00001,0.714,1.28395
0.734815,-1.92853,-0.716,-0.999969,0.716,1.29613
0.734074,-1.92859,-0.718,-1.00001,0.718,1.30795
0.733333,-1.92859,-0.72,-1.00001,0.72,1.31995
0.732593,-1.92853,-0.722,-0.999969,0.722,1.33213
0.731852,-1.92859,-0.724,-1.00001,0.724,1.34395
0.731111,-1.92859,-0.726,-1.00001,0.726,1.35595
0.73037,-1.92859,-0.728,-1.00001,0.728,1.36795
0.72963,-1.92853,-0.73,-0.999969,0.73,1.38013
0.728889,-1.92859,-0.732,-1.00001,0.732,1.39195
0.728148,-1.92859,-0.734,-1.00001,0.734,1.40395
0.727407,-1.92853,-0.736,-0.999969,0.736,1.41613
0.726667,-1.92859,-0.738,-1.00001,0.738,1.42795
0.725926,-1.92859,-0.74,-1.00001,0.74,1.43995
0.725185,-1.92859,-0.742,-1.00001,0.742,1.45195
0.724445,-1.92853,-0.744,-0.999969,0.744,1.46414
0.723704,-1.92859,-0.746,-1.00001,0.746,1.47595
0.722963,-1.92859,-0.748,-1.00001,0.748,1.48795
0.722222,-1.92853,-0.75,-0.999969,0.75,1.50014
0.721482,-1.92859,-0.752,-1.00001,0.752,1.51195
0.720741,-1.92859,-0.754,-1.00001,0.754,1.52395
0.72,-1.92859,-0.756,-1.00001,0.756,1.53594
0.719259,-1.92853,-0.758,-0.999969,0.758,1.54814
0.718518,-1.92859,-0.76,-1.00001,0.76,1.55994
0.717778,-1.92859,-0.762,-1.00001,0.762,1.57194
0.717037,-1.92853,-0.764,-0.999969,0.764,1.58414
0.716296,-1.92859,-0.766,-1.00001,0.766,1.59594
0.715556,-1.92859,-0.768,-1.00001,0.768,1.60794
0.714815,-1.92859,-0.77,-1.00001,0.77,1.61994
0.714074,-1.92853,-0.772,-0.999969,0.772,1.63214
0.713333,-1.92859,-0.774,-1.00001,0.774,1.64394
0.712593,-1.92859,-0.776,-1.00001,0.776,1.65594
0.711852,-1.92853,-0.778,-0.999969,0.778,1.66814
0.711111,-1.92859,-0.78,-1.00001,0.78,1.67994
0.71037,-1.92859,-0.782,-1.00001,0.782,1.69194
0.70963,-1.92859,-0.784,-1.00001,0.784,1.70394
0.708889,-1.92853,-0.786,-0.999969,0.786,1.71614
0.708148,-1.92859,-0.788,-1.00001,0.788,1.72794
0.707407,-1.92859,-0.79,-1.00001,0.79,1.73994
0.706667,-1.92853,-0.792,-0.999969,0.792,1.75214
0.705926,-1.92859,-0.794,-1.00001,0.794,1.76394
0.705185,-1.92859,-0.796,-1.00001,0.796,1.77594
0.704445,-1.92859,-0.798,-1.00001,0.798,1.78794
0.703704,-1.92853,-0.8,-0.999969,0.8,1.80015
0.702963,-1.92859,-0.802,-1.00001,0.802,1.81194
0.702222,-1.92859,-0.804,-1.00001,0.804,1.82394
0.701482,-1.92853,-0.806,-0.999969,0.806,1.83615
0.700741,-1.92859,-0.808,-1.00001,0.808,1.84794
0.7,-1.92859,-0.81,-1.00001,0.81,1.85994
0.699259,-1.92859,-0.812,-1.00001,0.812,1.87194
